"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Jhonny Polanco","","0","0","5.04","0","1","0","1.0","1","1","0","1","1","1.58","7.86","5.72","5.42","0.0","0.0","sa504741"
"Matt Hall","","0","0","5.25","0","0","0","1.0","1","1","0","1","1","1.61","5.99","4.76","5.42","0.0","0.0","sa857601"
"Lenix Osuna","","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.61","6.39","4.92","5.42","0.0","0.0","sa739579"
"Ethan Miller","","0","0","5.31","0","0","0","1.0","1","1","0","1","1","1.66","4.53","4.73","5.42","0.0","0.0","sa738312"
"Miles Nordgren","","0","0","5.49","0","0","0","1.0","1","1","0","0","0","1.65","4.23","4.04","5.42","0.0","0.0","sa829347"
"Oscar De La Cruz","","0","0","5.27","0","0","0","1.0","1","1","0","1","0","1.52","6.06","4.01","5.42","0.0","0.0","sa737037"
"Matt Esparza","","0","0","5.32","0","0","0","1.0","1","1","0","1","0","1.55","5.50","3.94","5.42","0.0","0.0","sa875700"
"Rodolfo Aguilar","","0","0","5.02","0","1","0","1.0","1","1","0","1","1","1.77","6.71","6.65","5.42","0.0","0.0","sa542044"
"Francisco Villegas","","0","0","5.30","0","1","0","1.0","1","1","0","1","1","1.64","6.14","5.02","5.42","0.0","0.0","sa202855"
"Christian Binford","","0","0","5.28","0","0","0","1.0","1","1","0","1","0","1.45","5.48","3.19","5.42","0.0","0.0","sa599309"
"Ryan Etsell","","0","0","5.22","0","0","0","1.0","1","1","0","1","0","1.53","5.36","3.92","5.42","0.0","0.0","sa739294"
"Tommy Eveld","","0","0","5.30","0","1","0","1.0","1","1","0","1","1","1.72","6.81","6.13","5.42","0.0","0.0","sa918150"
"Ian Anderson","","0","0","5.38","0","0","0","1.0","1","1","0","1","1","1.73","6.89","6.12","5.42","0.0","0.0","sa917921"
"Wyatt Strahan","","0","0","5.27","0","0","0","1.0","1","1","0","1","1","1.62","5.67","4.57","5.42","0.0","0.0","sa599334"
"Steven Sabatino","","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.66","6.10","5.37","5.42","0.0","0.0","sa658788"
"John Sever","","0","0","5.21","0","0","0","1.0","1","1","0","1","1","1.68","6.03","5.48","5.42","0.0","0.0","sa829281"
"Philip Humber","Astros","0","0","5.49","0","0","0","1.0","1","1","0","1","0","1.50","6.39","3.54","5.42","0.0","0.0","8586"
"Dustin Emmons","","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.70","6.38","5.66","5.43","0.0","0.0","sa834405"
"Nolan Riggs","","0","0","5.14","0","1","0","1.0","1","1","0","1","1","1.68","5.74","5.62","5.43","0.0","0.0","sa840024"
"Clay Rapada","Indians","0","0","5.20","0","1","0","1.0","1","1","0","1","0","1.52","6.02","3.87","5.43","0.0","0.0","4831"
"Anthony Vasquez","Tigers","0","0","5.19","0","0","0","1.0","1","1","0","1","0","1.47","4.88","3.13","5.43","0.0","0.0","6577"
"Brad Kuntz","","0","0","5.36","0","1","0","1.0","1","1","0","1","1","1.68","6.39","5.19","5.43","0.0","0.0","sa877529"
"Jean Cosme","","0","0","5.41","0","0","0","1.0","1","1","0","1","0","1.62","5.55","4.46","5.43","0.0","0.0","sa829216"
"Misael Valenzuela","","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.68","5.42","5.14","5.43","0.0","0.0","sa509644"
"Alfonso Sanchez","","0","0","5.32","0","0","0","1.0","1","1","0","1","0","1.51","5.73","3.68","5.43","0.0","0.0","sa508091"
"Ismael Castillo","","0","0","5.31","0","1","0","1.0","1","1","0","1","0","1.59","5.83","4.45","5.43","0.0","0.0","sa509783"
"Aidan Lucas","","0","0","5.34","0","1","0","1.0","1","1","0","1","1","1.66","5.97","5.14","5.43","0.0","0.0","sa549775"
"Mario Mendoza","","0","0","5.28","0","1","0","1.0","1","1","0","1","0","1.63","4.78","4.34","5.43","0.0","0.0","sa198436"
"Wennington Romero","","0","0","5.16","0","0","0","1.0","1","1","0","1","0","1.55","6.00","4.20","5.43","0.0","0.0","sa873220"
"Griffin Russell","","0","0","5.12","0","1","0","1.0","1","1","0","1","1","1.72","6.77","6.19","5.43","0.0","0.0","sa658654"
"Logan Allen","","0","0","5.20","0","0","0","1.0","1","1","0","1","1","1.68","6.58","5.71","5.43","0.0","0.0","sa875192"
"Jeremy Bonderman","Tigers","0","0","5.46","0","0","0","1.0","1","1","0","1","0","1.57","5.40","3.81","5.43","0.0","0.0","1667"
"Adam McCreery","","0","0","4.96","0","1","0","1.0","1","1","0","1","1","1.85","7.32","7.72","5.43","0.0","0.0","sa599173"
"Scott DeCecco","","0","0","5.13","0","0","0","1.0","1","1","0","1","0","1.53","5.93","4.24","5.43","0.0","0.0","sa658544"
"Matt Frawley","","0","0","5.36","0","1","0","1.0","1","1","0","1","1","1.72","6.08","5.71","5.43","0.0","0.0","sa918386"
"Thomas Hatch","","0","0","5.26","0","0","0","1.0","1","1","0","1","1","1.69","6.21","5.67","5.43","0.0","0.0","sa738514"
"Johendi Jiminian","","0","0","5.52","0","1","0","1.0","1","1","0","1","0","1.58","6.82","4.38","5.43","0.0","0.0","sa550714"
"Yankory Pimentel","","0","0","5.39","0","1","0","1.0","1","1","0","1","1","1.66","6.40","5.30","5.43","0.0","0.0","sa659446"
"David Richardson","","0","0","5.42","0","0","0","1.0","1","1","0","1","0","1.57","6.06","4.09","5.44","0.0","0.0","sa549266"
"Kyle Simonds","","0","0","5.29","0","1","0","1.0","1","1","0","1","1","1.67","5.92","5.18","5.44","0.0","0.0","sa918321"
"Will Morris","","0","0","5.32","0","0","0","1.0","1","1","0","1","0","1.48","5.44","3.21","5.44","0.0","0.0","sa738332"
"Patrick Ruotolo","","0","0","5.13","0","1","0","1.0","1","1","0","1","1","1.75","6.97","6.80","5.44","0.0","0.0","sa856262"
"Ulises Gutierrez","","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.67","6.74","5.71","5.44","0.0","0.0","sa507306"
"Stephen Landazuri","","0","0","5.33","0","0","0","1.0","1","1","0","1","1","1.62","6.19","4.90","5.44","0.0","0.0","sa549571"
"Felix Paulino","","0","0","5.28","0","0","0","1.0","1","1","0","1","0","1.61","5.32","4.40","5.44","0.0","0.0","sa828972"
"Joe Palumbo","","0","0","5.23","0","0","0","1.0","1","1","0","1","1","1.68","6.55","5.64","5.44","0.0","0.0","sa738453"
"Joe Kurrasch","","0","0","5.18","0","0","0","1.0","1","1","0","1","1","1.62","5.13","4.76","5.44","0.0","0.0","sa578992"
"Jordan Harrison","","0","0","5.00","0","1","0","1.0","1","1","0","1","1","1.64","5.81","5.26","5.44","0.0","0.0","sa502697"
"Melvin Adon","","0","0","5.23","0","0","0","1.0","1","1","0","1","1","1.73","5.21","5.77","5.44","0.0","0.0","sa873314"
"Elliot Ashbeck","","0","0","5.42","0","1","0","1.0","1","1","0","1","1","1.61","6.06","4.55","5.44","0.0","0.0","sa875665"
"Brandon Fry","","0","0","5.08","0","1","0","1.0","1","1","0","1","1","1.77","6.27","6.41","5.44","0.0","0.0","sa738196"
"Jorge Ortega","","0","0","5.55","0","0","0","1.0","1","1","0","1","0","1.44","5.11","2.16","5.44","0.0","0.0","sa597019"
"Joey Strain","","0","0","5.25","0","1","0","1.0","1","1","0","1","0","1.54","5.13","3.73","5.44","0.0","0.0","sa856185"
"Brian Keller","","0","0","5.40","0","0","0","1.0","1","1","0","1","0","1.59","5.71","4.19","5.45","0.0","0.0","sa918951"
"Francisco Campos","","0","0","5.38","0","0","0","1.0","1","1","0","1","0","1.46","5.15","2.86","5.45","0.0","0.0","sa195168"
"Taylor Garrison","","0","0","5.35","0","0","0","1.0","1","1","0","1","0","1.49","6.29","3.52","5.45","0.0","0.0","sa599354"
"Luke Harrison","","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.72","5.96","5.68","5.45","0.0","0.0","sa876214"
"Derian Gonzalez","","0","0","5.36","0","0","0","1.0","1","1","0","1","1","1.69","5.81","5.33","5.45","0.0","0.0","sa737568"
"Spencer Arroyo","","0","0","5.38","0","0","0","1.0","1","1","0","1","0","1.57","5.30","3.93","5.45","0.0","0.0","sa454994"
"Oswaldo Martinez","","0","0","5.35","0","1","0","1.0","1","1","0","1","1","1.66","6.09","5.17","5.45","0.0","0.0","sa393077"
"Mike Wright","Orioles","1","1","5.38","2","2","0","13.0","15","8","2","9","5","1.48","6.07","3.31","5.45","0.0","0.0","12586"
"Julio Eusebio","","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.72","6.30","5.90","5.45","0.0","0.0","sa829929"
"Winston Lavendier","","0","0","4.99","0","1","0","1.0","1","1","0","1","1","1.65","6.68","5.84","5.45","0.0","0.0","sa876120"
"Andrew Church","","0","0","5.46","0","0","0","1.0","1","1","0","1","0","1.51","5.35","3.25","5.45","0.0","0.0","sa737545"
"Trevor Foss","","0","0","5.41","0","0","0","1.0","1","1","0","1","0","1.59","4.91","3.94","5.45","0.0","0.0","sa738304"
"Tucker Davidson","","0","0","5.15","0","1","0","1.0","1","1","0","1","1","1.75","7.01","6.53","5.45","0.0","0.0","sa918393"
"Jacob Waguespack","","0","0","5.17","0","1","0","1.0","1","1","0","1","1","1.71","7.01","6.23","5.45","0.0","0.0","sa659056"
"Ben Sheckler","","0","0","5.05","0","1","0","1.0","1","1","0","1","1","1.80","6.71","6.94","5.45","0.0","0.0","sa918099"
"Kyle Funkhouser","","0","0","5.39","0","0","0","1.0","1","1","0","1","1","1.64","5.96","4.96","5.45","0.0","0.0","sa827397"
"Felipe Paulino","White Sox","0","0","5.43","0","0","0","1.0","1","1","0","1","1","1.61","6.88","4.82","5.46","0.0","0.0","3777"
"Jose Castillo","","0","0","5.12","0","1","0","1.0","1","1","0","1","1","1.73","6.64","6.26","5.46","0.0","0.0","sa739762"
"Nick Hernandez","","0","0","5.30","0","1","0","1.0","1","1","0","1","1","1.62","7.61","5.50","5.46","0.0","0.0","sa918109"
"Matt Anderson","","0","0","5.50","0","0","0","1.0","1","1","0","1","1","1.67","5.85","5.01","5.46","0.0","0.0","sa918200"
"Yoan Lopez","","0","0","5.41","0","0","0","1.0","1","1","0","1","0","1.57","6.09","4.40","5.46","0.0","0.0","sa862560"
"Heath Fillmyer","","0","0","5.49","0","0","0","1.0","1","1","0","1","0","1.61","5.60","4.46","5.46","0.0","0.0","sa738396"
"Mike O'Reilly","","0","0","5.44","0","0","0","1.0","1","1","0","1","0","1.59","5.79","4.35","5.46","0.0","0.0","sa918643"
"Jose Taveras","","0","0","5.33","0","0","0","1.0","1","1","0","1","0","1.50","6.53","3.90","5.46","0.0","0.0","sa828246"
"Marco Camarena","","0","0","5.37","0","0","0","1.0","1","1","0","0","0","1.65","4.08","4.16","5.46","0.0","0.0","sa506924"
"Jon Prosinski","","0","0","5.36","0","0","0","1.0","1","1","0","1","0","1.57","4.72","3.70","5.46","0.0","0.0","sa737899"
"Yefry Ramirez","","1","1","5.30","2","2","0","14.0","14","8","3","11","6","1.47","7.06","3.84","5.46","0.0","0.0","sa597051"
"Ryan Crowley","","0","0","5.22","0","0","0","1.0","1","1","0","1","0","1.56","4.64","3.79","5.46","0.0","0.0","sa503156"
"Matthew Crownover","","0","0","5.27","0","0","0","1.0","1","1","0","1","0","1.54","6.01","4.12","5.46","0.0","0.0","sa829277"
"Raul Jacobson","","0","0","5.44","0","0","0","1.0","1","1","0","1","1","1.66","5.34","4.71","5.46","0.0","0.0","sa887976"
"Richelson Pena","","0","0","5.42","0","0","0","1.0","1","1","0","1","0","1.51","6.20","3.74","5.46","0.0","0.0","sa597847"
"Carlos Teller","","0","0","5.25","0","0","0","1.0","1","1","0","1","1","1.67","5.28","4.98","5.46","0.0","0.0","sa455989"
"Michael Wagner","","0","0","5.24","0","0","0","1.0","1","1","0","1","1","1.57","7.04","5.02","5.46","0.0","0.0","sa549834"
"Tomas Solis","","0","0","5.21","0","0","0","1.0","1","1","0","1","0","1.54","5.39","3.97","5.46","0.0","0.0","sa508197"
"Adrian Garza","","0","0","5.30","0","1","0","1.0","1","1","0","1","1","1.63","6.26","5.03","5.46","0.0","0.0","sa509404"
"Ryan Atkinson","","0","0","5.49","0","0","0","1.0","1","1","0","1","1","1.62","6.51","4.85","5.47","0.0","0.0","sa921224"
"Jose Monegro","","0","0","5.42","0","0","0","1.0","1","1","0","1","0","1.53","6.25","3.91","5.47","0.0","0.0","sa503000"
"Francisco Rivera","","0","0","5.39","0","1","0","1.0","1","1","0","1","0","1.56","5.32","3.84","5.47","0.0","0.0","sa185704"
"Michael Boyle","","0","0","5.17","0","0","0","1.0","1","1","0","1","0","1.55","5.54","4.11","5.47","0.0","0.0","sa857604"
"Brian Gordon","Yankees","0","0","5.41","0","0","0","1.0","1","1","0","1","0","1.49","5.95","3.29","5.47","0.0","0.0","2374"
"Luis Hernandez","","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.72","6.46","5.86","5.47","0.0","0.0","sa550529"
"Ulises Lopez","","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.70","6.25","5.63","5.47","0.0","0.0","sa897261"
"Justin Livengood","","0","0","5.46","0","0","0","1.0","1","1","0","1","1","1.63","5.69","4.62","5.47","0.0","0.0","sa737890"
"Jake Stinnett","","0","0","5.31","0","0","0","1.0","1","1","0","1","1","1.63","5.76","4.93","5.47","0.0","0.0","sa738473"
"Alexis Lara","","0","0","5.47","0","0","0","1.0","1","1","0","1","0","1.61","5.53","4.28","5.47","0.0","0.0","sa393401"
"Justin Kamplain","","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.59","6.46","4.75","5.47","0.0","0.0","sa599231"
"Zach Nuding","","0","0","5.22","0","0","0","1.0","1","1","0","1","0","1.48","5.50","3.60","5.47","0.0","0.0","sa503167"
"Drew Granier","","0","0","5.55","0","0","0","1.0","1","1","0","1","1","1.63","5.84","4.62","5.47","0.0","0.0","sa599479"
"Michael Freeman","","0","0","5.07","0","1","0","1.0","1","1","0","1","1","1.72","5.54","5.76","5.47","0.0","0.0","sa875187"
"Jesus Verduzco","","0","0","5.19","0","1","0","1.0","1","1","0","1","1","1.68","7.02","5.87","5.47","0.0","0.0","sa651304"
"Juan Omar Espinoza","","0","0","5.36","0","1","0","1.0","1","1","0","1","0","1.60","4.96","4.10","5.47","0.0","0.0","sa508498"
"Tim Berry","","0","0","5.19","0","1","0","1.0","1","1","0","1","0","1.56","6.29","4.41","5.47","0.0","0.0","sa503777"
"Marcos Zavala","","0","0","5.17","0","1","0","1.0","1","1","0","1","1","1.59","6.32","4.88","5.48","0.0","0.0","sa203947"
"Alex Caldera","","0","0","5.29","0","1","0","1.0","1","1","0","1","1","1.64","5.89","5.03","5.48","0.0","0.0","sa389863"
"Luis Fernando Vazquez","","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.56","6.37","4.54","5.48","0.0","0.0","sa508695"
"Ryan Kellogg","","0","0","5.24","0","0","0","1.0","1","1","0","1","0","1.55","5.14","3.84","5.48","0.0","0.0","sa658192"
"Will Headean","","0","0","5.27","0","0","0","1.0","1","1","0","1","1","1.65","5.49","4.96","5.48","0.0","0.0","sa875618"
"Dennis Santana","","0","0","5.23","0","0","0","1.0","1","1","0","1","1","1.65","6.43","5.49","5.48","0.0","0.0","sa737018"
"Emilio Ogando","","0","0","5.26","0","0","0","1.0","1","1","0","1","0","1.58","5.40","4.41","5.48","0.0","0.0","sa829049"
"Tony Amezcua","","0","0","5.24","0","1","0","1.0","1","1","0","1","1","1.73","6.95","6.38","5.48","0.0","0.0","sa548382"
"Andrew Lee","","0","0","5.45","0","0","0","1.0","1","1","0","1","1","1.66","5.83","4.96","5.48","0.0","0.0","sa856275"
"Dylan Lee","","0","0","5.35","0","0","0","1.0","1","1","0","1","1","1.67","4.56","4.69","5.48","0.0","0.0","sa918185"
"Joshua Torres","","0","0","5.37","0","1","0","1.0","1","1","0","1","1","1.63","6.64","5.11","5.48","0.0","0.0","sa659907"
"Mike Wallace","","0","0","5.45","0","1","0","1.0","1","1","0","1","1","1.73","5.42","5.40","5.49","0.0","0.0","sa857554"
"Roby Romero","","0","0","5.35","0","1","0","1.0","1","1","0","1","1","1.69","6.32","5.54","5.49","0.0","0.0","sa977185"
"Jason Hoppe","","0","0","5.25","0","1","0","1.0","1","1","0","1","1","1.58","5.81","4.61","5.49","0.0","0.0","sa829445"
"Miguel Sulbaran","","0","0","5.30","0","0","0","1.0","1","1","0","1","0","1.52","5.88","3.72","5.49","0.0","0.0","sa596983"
"William Oliver","","0","0","5.52","0","0","0","1.0","1","1","0","1","0","1.60","5.70","4.22","5.49","0.0","0.0","sa550026"
"J. D. Hammer","","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.75","7.11","6.03","5.49","0.0","0.0","sa874170"
"Wilson Santos","","0","0","5.18","0","1","0","1.0","1","1","0","1","1","1.76","5.78","6.39","5.49","0.0","0.0","sa657788"
"Marcos Machado","","0","0","5.24","0","1","0","1.0","1","1","0","1","1","1.68","5.94","5.35","5.49","0.0","0.0","sa916571"
"Shaun Garceau","","0","0","5.53","0","0","0","1.0","1","1","0","1","0","1.58","5.21","3.82","5.49","0.0","0.0","sa294454"
"Marcus Crescentini","","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.76","7.55","7.12","5.49","0.0","0.0","sa875843"
"Alejandro Felix","","0","0","5.30","0","1","0","1.0","1","1","0","1","1","1.67","6.38","5.49","5.49","0.0","0.0","sa877309"
"Leo Medrano","","0","0","5.42","0","0","0","1.0","1","1","0","1","0","1.51","5.03","3.30","5.49","0.0","0.0","sa508079"
"Bubby Rossman","","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.68","6.73","5.87","5.49","0.0","0.0","sa829484"
"Daniel Hurtado","","0","0","5.32","0","0","0","1.0","1","1","0","1","0","1.54","5.91","4.22","5.49","0.0","0.0","sa505279"
"Luke Farrell","","0","0","5.36","0","0","0","1.0","1","1","0","1","0","1.53","6.25","4.28","5.49","0.0","0.0","sa621674"
"Grant Dyer","","0","0","5.24","0","1","0","1.0","1","1","0","1","1","1.67","7.32","5.99","5.49","0.0","0.0","sa874139"
"Gabriel Llanes","","0","0","5.51","0","0","0","1.0","1","1","0","0","0","1.62","3.76","3.55","5.49","0.0","0.0","sa829197"
"Colby Holmes","","0","0","5.47","0","1","0","1.0","1","1","0","1","1","1.64","5.98","4.80","5.49","0.0","0.0","sa503707"
"Ryan Ledbetter","","0","0","5.37","0","1","0","1.0","1","1","0","1","1","1.62","7.12","5.25","5.49","0.0","0.0","sa738340"
"Tyler Mark","","0","0","5.45","0","1","0","1.0","1","1","0","1","1","1.65","6.26","5.14","5.49","0.0","0.0","sa875058"
"Humberto Montemayor","","0","0","5.45","0","0","0","1.0","1","1","0","1","0","1.50","5.18","3.11","5.49","0.0","0.0","sa205768"
"Jose Barajas","","0","0","5.40","0","0","0","1.0","1","1","0","1","1","1.66","5.55","4.96","5.49","0.0","0.0","sa455494"
"Kevin Guzman","","0","0","5.47","0","0","0","1.0","1","1","0","1","1","1.65","5.43","4.90","5.49","0.0","0.0","sa739328"
"Misael Nunez","","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.69","6.45","5.74","5.49","0.0","0.0","sa916093"
"Brett Marshall","Yankees","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.62","6.57","4.89","5.50","0.0","0.0","5364"
"Martin Sotelo","","0","0","5.36","0","1","0","1.0","1","1","0","1","1","1.65","5.87","4.97","5.50","0.0","0.0","sa509757"
"Jose Regalado","","0","0","5.51","0","1","0","1.0","1","1","0","1","0","1.59","5.70","4.22","5.50","0.0","0.0","sa606069"
"Alexander Guillen","","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.71","7.40","5.89","5.50","0.0","0.0","sa737454"
"Mitchell Boggs","Rockies","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.70","5.74","4.83","5.50","0.0","0.0","3344"
"Brett Martin","","0","0","5.37","0","0","0","1.0","1","1","0","1","1","1.64","5.87","4.87","5.50","0.0","0.0","sa828879"
"E.J. Encinosa","","0","0","5.19","0","1","0","1.0","1","1","0","1","1","1.78","5.85","6.52","5.50","0.0","0.0","sa502171"
"Kevin McAvoy","","0","0","5.56","0","0","0","1.0","1","1","0","1","1","1.68","5.52","5.04","5.50","0.0","0.0","sa827491"
"Mike Hepple","","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.71","6.68","5.98","5.50","0.0","0.0","sa829930"
"Reed Garrett","","0","0","5.47","0","0","0","1.0","1","1","0","1","1","1.61","6.14","4.64","5.50","0.0","0.0","sa830040"
"Derek Gordon","","0","0","5.37","0","1","0","1.0","1","1","0","1","0","1.57","5.91","4.46","5.50","0.0","0.0","sa864302"
"Kramer Sneed","","0","0","5.23","0","0","0","1.0","1","1","0","1","0","1.51","5.92","3.91","5.50","0.0","0.0","sa549965"
"Jose Castro","","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.68","7.42","6.10","5.50","0.0","0.0","sa921351"
"Cole Swanson","","0","0","5.02","0","1","0","1.0","1","1","0","1","1","1.67","7.00","6.15","5.50","0.0","0.0","sa708210"
"Roel Ramirez","","0","0","5.21","0","1","0","1.0","1","1","0","1","0","1.56","5.32","4.17","5.50","0.0","0.0","sa737902"
"Juan Martinez","","0","0","5.07","0","1","0","1.0","1","1","0","1","1","1.69","5.82","5.59","5.50","0.0","0.0","sa657740"
"Raul Carrillo","","0","0","5.39","0","0","0","1.0","1","1","0","1","1","1.65","5.18","4.67","5.50","0.0","0.0","sa795710"
"Edgar De La Rosa","","0","0","5.35","0","1","0","1.0","1","1","0","1","0","1.55","6.41","4.36","5.50","0.0","0.0","sa506734"
"Hector Garcia","","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.75","6.60","6.34","5.50","0.0","0.0","sa736906"
"Ronald Herrera","","1","1","5.34","4","4","0","21.0","23","12","4","14","8","1.46","6.14","3.27","5.50","0.0","0.0","sa657806"
"Yoel Espinal","","0","0","5.07","0","1","0","1.0","1","1","0","1","1","1.70","8.31","7.01","5.51","0.0","0.0","sa597725"
"Bailey Falter","","0","0","5.23","0","0","0","1.0","1","1","0","1","0","1.60","5.34","4.40","5.51","0.0","0.0","sa875033"
"Elniery Garcia","","0","0","5.23","0","0","0","1.0","1","1","0","1","1","1.60","5.62","4.51","5.51","0.0","0.0","sa684104"
"Joel Huertas","","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.70","6.30","5.72","5.51","0.0","0.0","sa829206"
"Brett Lilek","","0","0","5.29","0","0","0","1.0","1","1","0","1","1","1.73","5.77","5.89","5.51","0.0","0.0","sa659053"
"Chase Ingram","","0","0","5.43","0","0","0","1.0","1","1","0","1","1","1.70","6.22","5.52","5.51","0.0","0.0","sa875160"
"Tyler Badamo","","0","0","5.48","0","0","0","1.0","1","1","0","1","0","1.62","4.77","4.11","5.51","0.0","0.0","sa829504"
"James Bourque","","0","0","5.44","0","0","0","1.0","1","1","0","1","1","1.69","5.18","4.94","5.51","0.0","0.0","sa829330"
"Bryan Radziewski","","0","0","5.35","0","0","0","1.0","1","1","0","1","1","1.67","5.96","5.23","5.51","0.0","0.0","sa738587"
"Hector Navarro","","0","0","5.34","0","1","0","1.0","1","1","0","1","0","1.56","6.13","4.38","5.51","0.0","0.0","sa184899"
"Ryan Eades","","0","0","5.47","0","1","0","1.0","1","1","0","1","0","1.56","6.12","4.24","5.51","0.0","0.0","sa549448"
"Jorge Quinones","","0","0","5.22","0","1","0","1.0","1","1","0","1","1","1.69","7.25","6.08","5.51","0.0","0.0","sa729217"
"Austin Robichaux","","0","0","5.28","0","0","0","1.0","1","1","0","1","0","1.62","4.68","4.46","5.51","0.0","0.0","sa602629"
"Adrian C. Ramirez","","0","0","5.23","0","1","0","1.0","1","1","0","1","1","1.55","6.62","4.65","5.51","0.0","0.0","sa509467"
"David Gutierrez","","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.67","6.23","5.45","5.51","0.0","0.0","sa874819"
"Josh Rogers","","0","0","5.31","0","0","0","1.0","1","1","0","1","0","1.48","5.58","3.23","5.51","0.0","0.0","sa856202"
"Sam Held","","0","0","5.31","0","1","0","1.0","1","1","0","1","1","1.78","6.05","6.27","5.51","0.0","0.0","sa918665"
"David Trexler","","0","0","5.14","0","1","0","1.0","1","1","0","1","1","1.70","6.25","5.99","5.51","0.0","0.0","sa829196"
"Yosshel Hurtado","","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.61","5.89","4.76","5.51","0.0","0.0","sa829111"
"Ryan Hafner","","0","0","5.43","0","1","0","1.0","1","1","0","1","1","1.77","5.52","5.83","5.51","0.0","0.0","sa549265"
"Josh Roeder","","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.61","6.18","4.70","5.51","0.0","0.0","sa875299"
"Ian Oxnevad","","0","0","5.36","0","0","0","1.0","1","1","0","1","1","1.66","5.26","4.88","5.51","0.0","0.0","sa875209"
"Josh Michalec","","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.78","6.27","6.04","5.52","0.0","0.0","sa829266"
"Martin Viramontes","","0","0","5.51","0","1","0","1.0","1","1","0","1","1","1.65","7.41","5.39","5.52","0.0","0.0","sa390651"
"Ronald Pena","","0","0","5.43","0","1","0","1.0","1","1","0","1","1","1.67","5.69","5.03","5.52","0.0","0.0","sa658287"
"Jesus Garcia","","0","0","5.35","0","1","0","1.0","1","1","0","1","1","1.62","5.92","4.81","5.52","0.0","0.0","sa656847"
"Juan Paniagua","","0","0","5.29","0","1","0","1.0","1","1","0","1","1","1.65","6.71","5.59","5.52","0.0","0.0","sa506892"
"Jon Keck","","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.74","6.59","5.78","5.52","0.0","0.0","sa503418"
"Jordan Piche","","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.60","5.64","4.70","5.52","0.0","0.0","sa829571"
"Austin Glorius","","0","0","5.41","0","1","0","1.0","1","1","0","1","1","1.74","6.84","6.29","5.52","0.0","0.0","sa883131"
"Richie Tate","","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.79","6.78","6.77","5.52","0.0","0.0","sa549135"
"Juan Rodriguez Savin","","0","0","5.34","0","1","0","1.0","1","1","0","1","1","1.68","6.12","5.45","5.52","0.0","0.0","sa869406"
"Heri Quevedo","","0","0","5.58","0","0","0","1.0","1","1","0","1","1","1.60","6.26","4.62","5.52","0.0","0.0","sa731180"
"Robinson Leyer","","0","0","5.34","0","1","0","1.0","1","1","0","1","1","1.61","7.00","5.08","5.52","0.0","0.0","sa657613"
"Garrett Nuss","","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.64","6.07","5.37","5.52","0.0","0.0","sa599500"
"Sam McWilliams","","0","0","5.49","0","0","0","1.0","1","1","0","1","0","1.59","4.83","3.96","5.52","0.0","0.0","sa829124"
"Daniel Missaki","","0","0","5.43","0","0","0","1.0","1","1","0","1","0","1.61","5.44","4.48","5.52","0.0","0.0","sa741947"
"Robert Coles","","0","0","5.39","0","1","0","1.0","1","1","0","1","1","1.72","5.80","5.53","5.52","0.0","0.0","sa738402"
"Jorge Marban","","0","0","5.45","0","1","0","1.0","1","1","0","1","1","1.61","6.70","5.01","5.52","0.0","0.0","sa559797"
"Drake Britton","Red Sox","0","0","5.40","0","1","0","1.0","1","1","0","1","1","1.60","5.65","4.55","5.53","0.0","0.0","2868"
"Juan Jesus Martinez","","0","0","5.45","0","1","0","1.0","1","1","0","1","0","1.57","4.68","3.64","5.53","0.0","0.0","sa211112"
"Francisco Rios","","0","0","5.62","0","0","0","1.0","1","1","0","1","0","1.57","5.42","3.81","5.53","0.0","0.0","sa736833"
